Feature type,Primary DBID,Systematic Name,SGD Alias,Description,Standard Name,Chromosome,Start,End,Strand
ORF,S000004347,YLR355C,ketol-acid reductoisomerase,Acetohydroxyacid reductoisomerase and mtDNA binding protein; involved in branched-chain amino acid biosynthesis and maintenance of wild-type mitochondrial DNA; found in mitochondrial nucleoids,ILV5,chrXII,838066,839253,-1
ORF,S000004714,YMR108W,acetolactate synthase catalytic subunit|SMR1|THI1,"Acetolactate synthase; catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors, localizes to the mitochondria; expression of the gene is under general amino acid control",ILV2,chrXIII,484084,486147,1
ORF,S000002925,YDR517W,,"Acetylated cis-Golgi protein, homolog of human GRASP65; forms a complex with the coiled-coil protein Bug1p; required for unconventional protein secretion (UPS) of Acb1p in response to starvation; forms amyloid fibrils under heat shock; protein abundance increases in response to DNA replication stress",GRH1,chrIV,1477239,1478357,1
ORF,S000005949,YPL028W,acetyl-CoA C-acetyltransferase|LPB3|TSM0115,"Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase); cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming acetoacetyl-CoA; involved in the first step in mevalonate biosynthesis; human ACAT1 functionally complements the growth defect caused by repression of ERG10 expression",ERG10,chrXVI,498096,499292,1
ORF,S000005299,YNR016C,ABP2|acetyl-CoA carboxylase ACC1|FAS3|MTR7,"Acetyl-CoA carboxylase, biotin containing enzyme; catalyzes carboxylation of cytosolic acetyl-CoA to form malonyl-CoA and regulates histone acetylation by regulating the availability of acetyl-CoA; rate-limiting step for de novo biosynthesis of long-chain fatty acids; translational regulation in response to nutrients and cell cycle stage depends on its upstream ORF; ACC1 has a paralog, HFA1, that arose from the whole genome duplication",ACC1,chrXIV,654673,661374,-1
ORF,S000004143,YLR153C,acetate--CoA ligase ACS2,"Acetyl-coA synthetase isoform; along with Acs1p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions",ACS2,chrXII,445524,447575,-1
ORF,S000000050,YAL054C,acetate--CoA ligase 1|FUN44,"Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions",ACS1,chrI,42881,45022,-1
ORF,S000000871,YER069W,"ARG5,6|argB|argC|bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase","Acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase; N-acetyl-L-glutamate kinase (NAGK) catalyzes the 2nd and N-acetyl-gamma-glutamyl-phosphate reductase (NAGSA), the 3rd step in arginine biosynthesis; synthesized as a precursor which is processed in the mitochondrion to yield mature NAGK and NAGSA; enzymes form a metabolon complex with Arg2p; NAGK C-terminal domain stabilizes the enzymes, slows catalysis and is involved in feed-back inhibition by arginine",ARG56,chrV,295410,298001,1
ORF,S000003607,YJL071W,acetyl-CoA:L-glutamate N-acetyltransferase|HRB574,"Acetylglutamate synthase (glutamate N-acetyltransferase); mitochondrial enzyme that catalyzes the first step in the biosynthesis of the arginine precursor ornithine; forms a complex with Arg5,6p",ARG2,chrX,306132,307856,1
ORF,S000005500,YOL140W,acetylornithine transaminase,Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine,ARG8,chrXV,58759,60030,1
ORF,S000003986,YLL063C,acetyltransferase,"Acetyltransferase; catalyzes trichothecene 3-O-acetylation, suggesting a possible role in trichothecene biosynthesis; localized to peroxisomes",AYT1,chrXII,14648,16072,-1
ORF,S000005076,YNL132W,ribosome biosynthesis protein KRE33|RRA1,Acetyltransferase required for biogenesis of small ribosomal subunit; conserved 18S rRNA cytosine acetyltransferase that modifies tRNAs assisted by adaptor Tan1p; responsible for incorporation of N4-acetylcytidine into mRNAs; human homolog NAT10 implicated in several types of cancer and premature aging,KRE33,chrXIV,375321,378491,1
ORF,S000001923,YFR027W,CTF7,"Acetyltransferase required for sister chromatid cohesion; elicits cohesin dimerization during S phase; acetylates Mps3p to regulate nuclear organization; modifies Smc3p at replication forks and Mcd1p in response to dsDNA breaks; phosphorylated by Cdc28p, Cdc7p, Mck1p to generate pair of phosphates spaced precisely for recognition by ubiquitin ligase SCF-Cdc4; relative distribution to nucleus increases upon DNA replication stress; mutations in human homolog ESCO2 cause Roberts syndrome",ECO1,chrVI,207452,208297,1
ORF,S000001332,YIL070C,,"Acidic protein of the mitochondrial matrix; binds unassembled large subunit proteins during ribosome assembly; subunit of a complex containing Mrx6p, Pim1p, and Pet20p that may regulate mtDNA replication; related to the human complement receptor gC1q-R ",MAM33,chrIX,230272,231072,-1
ORF,S000002458,YDR051C,acid phosphatase DET1,Acid phosphatase; involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane; deletion confers sensitivity to nickel,DET1,chrIV,557056,558060,-1
ORF,S000006230,YPR026W,"alpha,alpha-trehalase ATH1",Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress,ATH1,chrXVI,615379,619014,1
ORF,S000004611,YMR009W,acireductone dioxygenase (Ni2+-requiring),Acireductone dioxygenease involved in methionine salvage pathway; transcribed as polycistronic mRNA with YMR010W and regulated post-transcriptionally by RNase III (Rnt1p) cleavage; ADI1 mRNA is induced in heat shock conditions; human ortholog ADI1 can complement yeast adi1 mutant,ADI1,chrXIII,284102,284641,1
ORF,S000004295,YLR304C,aconitate hydratase ACO1|GLU1,Aconitase; required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance; component of the mitochondrial nucleoid; mutation leads to glutamate auxotrophy; mutation in human homolog ACO2 is associated with dominant optic nerve atrophy; human homolog ACO2 can complement yeast null mutant ,ACO1,chrXII,735212,737548,-1
ORF,S000004311,YLR319C,AIP3,"Actin- and formin-interacting protein; nucleation-promoting factor (NPF) for Bni1p and Bnr1p during actin cable assembly and organization; enhances Bnr1p-mediated actin nucleation, alleviating Hof1p inhibition through competitive binding; interacts with Bni1p via a C-terminal triple helical coiled-coil domain; role in polarized cell growth; isolated as a bipolar budding mutant; localizes to the presumptive bud site, small bud tips, the bud neck and secretory vesicles; potential Cdc28p substrate",BUD6,chrXII,769318,771684,-1
ORF,S000005707,YOR181W,actin-binding protein LAS17|BEE1,"Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments, polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis, bud site selection, cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant, but only in presence of WIPF1, which mediates localization of WAS to cortical patches",LAS17,chrXV,675939,677840,1
ORF,S000001058,YHR016C,LSB4,"Actin-binding protein; involved in bundling of actin filaments and endocytosis of actin cortical patches; activity stimulated by Las17p; contains SH3 domain similar to Rvs167p; YSC84 has a paralog, LSB3, that arose from the whole genome duplication",YSC84,chrVIII,136881,138455,-1
ORF,S000000684,YCR088W,,"Actin-binding protein of the cortical actin cytoskeleton; important for activation of actin nucleation mediated by the Arp2/Arp3 complex; inhibits actin filament elongation at the barbed-end; phosphorylation within its proline-rich region, mediated by Cdc28p and Pho85p, protects Abp1p from PEST sequence-mediated proteolysis; mammalian homolog of HIP-55 (hematopoietic progenitor kinase 1 [HPK1]-interacting protein of 55 kDa)",ABP1,chrIII,265068,266846,1
ORF,S000004698,YMR092C,,Actin cortical patch component; interacts with the actin depolymerizing factor cofilin; inhibits elongation of aged ADP-actin filaments decorated with cofilin to maintain a high level of assembly-competent actin species; required to restrict cofilin localization to cortical patches; putative regulator of cytokinesis; contains WD repeats; mutations in human homolog WDR1 are associated with cardiac hypertrophy,AIP1,chrXIII,451632,453479,-1
ORF,S000006163,YPL242C,CYK1,"Actin filament binding protein that enhances actin ring formation; IQGAP family member required for assembly and contraction of the AMR, prior to cytokinesis; localizes to the contractile ring during anaphase in an Mlc1p-dependent manner, recruiting Myo1p and Hof1p to the site, and promoting cytokinetic core complex assembly; specifies bud-site selection, localizing axial markers Bud4p and Cdc12p; regulated by Cdc28p; relocalizes from the bud neck to the cytoplasm upon replication stress",IQG1,chrXVI,90622,95109,-1
ORF,S000001171,YHR129C,ACT5|actin-related protein 1,Actin-related protein of the dynactin complex; required for spindle orientation and nuclear migration; forms actin-like short filament composed of 9 or 10 Arp1p monomers; putative ortholog of mammalian centractin,ARP1,chrVIII,362999,364153,-1
ORF,S000004075,YLR085C,,"Actin-related protein that binds nucleosomes; a component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A",ARP6,chrXII,300673,301989,-1
ORF,S000001855,YFL039C,ABY1|actin|END7,"Actin, structural protein in cytoskeleton; involved in cell polarization, endocytosis, and other cytoskeletal functions; monomeric actin in the nucleus plays a role in INO80 chromatin remodeling",ACT1,chrVI,53260,54696,-1
ORF,S000003083,YGL115W,AMP-activated serine/threonine-protein kinase regulatory subunit SNF4|CAT3|SCI1,"Activating gamma subunit of the AMP-activated Snf1p kinase complex; additional subunits of the complex are Snf1p and a Sip1p/Sip2p/Gal83p family member; activates glucose-repressed genes, represses glucose-induced genes; role in sporulation, and peroxisome biogenesis; protein abundance increases in response to DNA replication stress",SNF4,chrVII,292033,293001,1
ORF,S000002971,YGL003C,HCT1,"Activator of anaphase-promoting complex/cyclosome (APC/C); antagonist of the spindle assembly checkpoint; directs ubiquitination of cyclins resulting in mitotic exit; targets the APC/C to specific substrates including: Cdc20p, Ase1p, Cin8p, Fin1p and Clb5p; partially active in metaphase, and fully active in anaphase; cell-cycle regulated",CDH1,chrVII,492474,494174,-1
ORF,S000003084,YGL116W,PAC5|ubiquitin-protein transferase activating protein CDC20,"Activator of anaphase-promoting complex/cyclosome (APC/C); APC/C is required for metaphase/anaphase transition; directs ubiquitination of mitotic cyclins, Pds1p, and other anaphase inhibitors; cell-cycle regulated; potential Cdc28p substrate; relative distribution to the nucleus increases upon DNA replication stress",CDC20,chrVII,289809,291641,1
ORF,S000001859,YFL034C-B,YFL035C|YFL035C-A,Activator of Cbk1p kinase; component of the RAM signaling network that regulates cellular polarity and morphogenesis; activation of Cbk1p facilitates the Ace2p-dependent daughter cell-specific transcription of genes involved in cell separation; similar to Mob1p,MOB2,chrVI,63016,63993,-1
ORF,S000000157,YBL061C,CAL2|CHS4|CSD4,"Activator of Chs3p (chitin synthase III) during vegetative growth; recruits Chs3p to the bud neck via interaction with Bni4p; SKT5 has a paralog, SHC1, that arose from the whole genome duplication",SKT5,chrII,105316,107406,-1
ORF,S000005592,YOR066W,YOR29-17,"Activator of G1-specific transcription factors MBF and SBF; involved in regulation of the timing of G1-specific gene transcription and cell cycle initiation; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; MSA1 has a paralog, MSA2, that arose from the whole genome duplication",MSA1,chrXV,449436,451325,1
ORF,S000003457,YGR225W,SPO70,"Activator of meiotic anaphase promoting complex (APC/C); Cdc20p family member; required for initiation of spore wall assembly; required for Clb1p degradation during meiosis; prevents premature assembly of the meiosis I spindle, required for DSB induced prophase I arrest",AMA1,chrVII,945145,947019,1
ORF,S000001077,YHR035W,GTPase-activating protein NEL1,Activator of Sar1p GTPase activity; paralog of Sec23 but does not associate with the COPII components; not an essential gene,NEL1,chrVIII,178219,180111,1
ORF,S000003269,YGR037C,long-chain fatty acid transporter ACB1,"Acyl-CoA-binding protein; transports newly synthesized acyl-CoA esters from fatty acid synthetase (Fas1p-Fas2p) to acyl-CoA-consuming processes; subject to starvation-induced, Grh1p-mediated unconventional secretion; protein abundance increases in response to DNA replication stress",ACB1,chrVII,559731,559994,-1
ORF,S000000644,YCR048W,SAT2|sterol acyltransferase,"Acyl-CoA:sterol acyltransferase; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the absence of oxygen; ARE1 has a paralog, ARE2, that arose from the whole genome duplication",ARE1,chrIII,211929,213761,1
ORF,S000005302,YNR019W,SAT1|sterol acyltransferase,"Acyl-CoA:sterol acyltransferase; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the presence of oxygen; ARE2 has a paralog, ARE1, that arose from the whole genome duplication",ARE2,chrXIV,665339,667267,1
ORF,S000006016,YPL095C,medium-chain fatty acid ethyl ester synthase/esterase,"Acyl-coenzymeA:ethanol O-acyltransferase; responsible for the major part of medium-chain fatty acid ethyl ester biosynthesis during fermentation; possesses short-chain esterase activity; may be involved in lipid metabolism and detoxification; EEB1 has a paralog, EHT1, that arose from the whole genome duplication",EEB1,chrXVI,368071,369441,-1
ORF,S000004108,YLR118C,APT1|palmitoyl-(protein) hydrolase,Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS,TML25,chrXII,384725,385408,-1
ORF,S000000246,YBR042C,PSI1|putative acyltransferase,"Acyltransferase; enzyme mainly responsible for the introduction of saturated very long chain fatty acids into neo-synthesized molecules of phosphatidylinositol; required for incorporation of stearic acid into phosphatidylinositol; affects chromosome stability when overexpressed; CST26 has a paralog, YDR018C, that arose from the whole genome duplication",CST26,chrII,320416,321609,-1
